name,sector,year_founded,label_date,website,description,founders,email
Hayat Tech,HealthTech,2022,02/2022,http://www.hayat-tech.com,L'entreprise Hayat Tech est spécialisée dans le développement des dispositifs médicaux connectés.,"Mohamed Amine Bensalem, Mohamed Kharrat, Ahmed Yassine Bensalem",n.a.
Gifty,Commerce and shopping,2023,09/2023,gifty.tn,"Gifty.tn est une marketplace spécialisée dans la vente des cadeaux qui offre une sélection des créations variées, personnalisables et prêts à offrir.","Il Banney Haythem, Jihed Chemlali",haythemovic.17@live.fr
Vectors Software,Business Software and services,2022,11/2022,https://covectors.io/,Vectors Software développe des Applications pour enrichir les outils Atlassian tels que JIRA et Confluence,"Melek Jebnoun, Sofien Chaabouni",contact@covectors.io
Arcana Soft,Advanced Manufacturing & Robotics,2023,09/2024,https://www.arcana-soft.com,"Arcana Soft est une Startup technologique innovante basée en Tunisie, spécialisée dans les solutions de gestion pour l'industrie. Nous avons développé Arckium GMAO, une solution de maintenance  orientée vers l'industrie 4.0. Cette plateforme intègre l'IoT, l'intelligence artificielle et le cloud pour optimiser la gestion des actifs, anticiper les pannes et réduire les coûts de maintenance en temps réel.","Mohamed Yassine Boumedien, Sofien Jerfel",contact@arcana-soft.com
We-Settle,Fintech,2020,08/2020,https://we-settle.com,We-Settle offre un ensemble de solutions aux entreprises pour payer et gérer leurs factures en ligne ainsi que des solutions de paiement innovantes aux particuliers.,"Wael Moula, Naima Moula",n.a.
Qartaj,Commerce and shopping,2015,11/2020,http://qartaj.com/,Qartaj is a digital marketing Startup an online E-commerce marketplace connecting producers / craftsman in Tunisia and helping them to sell their products worldwide.,"Moncef Ben Rajeb, Yahyaoui Faouzi",n.a.
Digital2Value,Business Software and services,2019,02/2020,http://digital2value.com,"Digital2Value is a platform accelerating digital transformation of SMEs by connecting them with full ecosystem of consultants, development organizations and digital solutions.","Foued Manaa, Amel Saidane, Nadim Kharraz",n.a.
PALMOTEK.COM,Agritech,2021,06/2022,https://www.palmotek.com,"Palmotek œuvre à aider les petits et moyen agriculteurs à mieux gérer leurs ressources hydrauliques en leurs fournissant une solution de de contrôle intelligente, Plug &amp; Play, facile à adopter mais en même temps très abordable.","Mohamed Cherifi, Jaballah Rafik",contact@plamotek.com
Innovega,Agritech,2023,03/2023,,,"Rami Khouja, Rym Ghribi, Amira Ben Abdeljelil",n.a.
Expy.ai,Business Software and services,2023,08/2023,https://expy.ai,,"Slim Nabli, Luay BEN ALI",n.a.
TuniBoat,TravelTech,2019,11/2019,http://tuniboat.com,TuniBoat est un site web de location de bateaux entre particuliers basé sur le modèle de l'économie collaborative. Cette plateforme communautaire permet de mettre en relation les propriétaires et les personnes qui souhaitent louer temporairement un bateau de plaisance,Ahmed Ayadi,n.a.
Flexiolar,Ad Tech and Creative Tech,2021,12/2021,https://sites.google.com/view/flexiolar/,Conception de vêtements et accessoires avec panneaux photovoltaïques flexibles.,"Hamdi Kardough, Ben Salem Chayma, Farrah Marwa",n.a.
WAY CARE,Mobility,2020,05/2022,https://www.xelero.io,"WAYCARE est une plateforme qui met en relation directe les concessionnaires automobiles et les utilisateurs de véhicules à travers une application mobile et un programme de fidélité.
Grace à WAYCARE, il est possible de tracer le cycle de vie complet d'un véhicule.","Aymen Touhent, Souha Mander, Jamel Eddine BEN AISSA",contact@xelero.io
Buzzbip,Business Software and services,2024,11/2024,https://www.buzzbip.com,,"Mhamed Ali Ben Mahmoud, Walid Tanazefti",n.a.
Deepnrise,Business Software and services,2022,06/2023,www.deepnrise.com,,"Abdelkader Boussetta, Youssef MEDDEB, NIZAR AYADI",n.a.
Deepvolt,Mobility,2021,04/2022,https://deepvolt.io/,"DeepVolt permet une planification intelligente, rapide et à moindre coût des stations de recharge pour véhicules électriques (SRVE) grâce à des solutions d'intelligence artificielle.","Karem Chatti, Tarek Keskes, Oussama Chelly",n.a.
KatYos,Commerce and shopping,2021,02/2022,https://www.katyos.com,"Une marketplace qui connecte les opticiens aux acheteurs de lunettes en assurant la digitalisation du processus d'achat (essayage en ligne, conseil, paiement et livraison)","Yosra Arous, Leila Bennasr",n.a.
khallasli,Fintech,2022,07/2022,https://www.khallasli.com,"Khallasli  est  un agrégateur de paiement  offrant une large gamme de produits , services financiers et digitaux accessibles via : TPE/ Web/Mobile/Self-Service Kiosk, permettant aux professionnels et les petits commerces de proximité  d’effectuer tout type d’achat de produit et de paiement de services financiers ou bancaires.","Chakchouk Khatib, Houssem Sandli",n.a.
COGNITION,HealthTech,2020,12/2021,https://www.e-health.tn,Une plateforme dédiée à la détection précoce de différents cancers et maladies invasives alignant plusieurs CADs (Computer Aided Detection) à la fois.,"Sarah Ben Slimene, Kirmene Marzouki",n.a.
Amonak,Commerce and shopping,2020,11/2020,http://www.amonak.com,"Amonak est un réseau social dédié à l'e-commerce qui cible les particuliers, les entreprises et les entrepreneurs indépendants.","Jean Philippe Kokora, Joseph Adai",n.a.
SAFOZI SARL,Business Software and services,2012,06/2019,http://www.safozi.com,"SAFOZI est le premier fournisseur régional des services d'nfrastructure TIC, tels que, les serviecs d'hébergement et les serveurs Cloud (Public Cloud: IaaS et PaaS).",Zied Ouled Ali,n.a.
The Package Center,Real Estate Tech,2022,05/2023,https://www.PackageCenter.com,"The Package Center, Inc. offre la meilleure technologie disponible pour rendre la livraison, le stockage et la réception de colis à votre domicile ou à votre bureau pratiques, sécurisés et rapides. Les casiers intelligents, l'interface de site Web, l'application mobile et le logiciel propriétaire de Package Center, Inc. offrent une solution pratique, sécurisée et gérée électroniquement à un problème  croissant et multiforme.",Souheil Sassi,souheil.sassi@packagecenter.com
kiddo,EdTech,2021,02/2022,,"Kiddo est une plateforme de communication, qui facilite la communication entre les parents, les enseignants de maternelle et la direction.","Ahmed Jemaa, Ines Rahrah",n.a.
cookit,FoodTech & New Food,2021,07/2023,https://cookit.tn/,"Cookit est un service de ""Meal Kit"", premier de son genre en Tunisie.
Le principe est simple: Cookit livre des paniers repas contenant l'exacte quantité d'ingrédients nécessaires pour réaliser une recette choisie par le client via le site web ou l'application mobile. L'utilisateur choisi les recettes qu'il désire cuisiner parmi un large choix qui change chaque semaine, et le nombre de personnes pour qui il va cuisiner. Le panier est ensuite livré le jour et le créneau horaire fixé au préalable par l'utilisateur.
Dans son panier il retrouve les ingrédients pour réaliser la ou les recettes mais aussi une fiche recette simple et détaillée. Des tutos en format vidéo, disponibles sur les réseaux sociaux, seront disponibles pour accompagner l'utilisateur dans sa préparation. 
Pas besoin d'être un cuisinier confirmé pour utiliser Cookit. Cookit aspire à rendre la cuisine ludique et un moment de partage accessible à tous. Les recettes sont simples et ne dépassent pas les 45 minutes de préparation maximum.
Le projet a aussi une dimension écologique: il n'y a pas de gaspillage puisque uniquement les quantités nécessaires à la réalisation de la recette sont envoyées. Les paniers utilisés sont recyclés à 60% et 100% recyclables. Cookit s'engage à utiliser uniquement des produits de saison, et, dans la mesure du possible, à s'approvisionner en circuits courts de produits made in Tunisia. 
Notre objectif est de révolutionner le mode de consommation et remettre le fait maison au centre de notre alimentation.","Sadri Gargouri, Khlil Gargouri",n.a.
OTO TRAVEL,Mobility,2017,09/2019,http://www.oto.tn,OTO est une société de services de transports automobiles de particuliers via une application mobile avec chauffeur privé et traitement VIP.,"Elyes Elloumi, Ali ABid",n.a.
ArtForNess,Commerce and shopping,2021,02/2022,https://www.artforness.com,Marketplace d'oeuvres d'art (peinture et print) d'artistes nord africains et moyen orientaux.,Ines Baccouche,n.a.
Club privilèges,Commerce and shopping,2017,01/2020,http://www.clubprivileges.app,Le club privilèges est une plateforme de fidélité basée sur la récompense permettant à ses utilisateurs de bénéficier de remises permanentes chez plus de 300 partenaires.,"Issam Essefi, Imededdine Essafi, Iheb Beji",n.a.
Lisssen,Ad Tech and Creative Tech,2022,07/2022,https://lisssen.com/,"Lisssen est une plateforme web permettant aux artistes musiciens de monétiser leurs musiques à travers leurs bases de fans, moyennant des solutions technologiques et digitales.","Khalil Zammeli, Hosn el Oujoud Tebourski",n.a.
Tunisia Market,Business Software and services,2022,04/2022,https://tunisia-market.com/,"Tunisia-Market est un site de vente en ligne, spécialiste des articles tunisiens de très haute qualité. Tous les articles artisanaux, mis en vente sur www.Tunisia-Market.com, sont faits à la main selon des méthodes ancestrales et innovatrices qui reflètent un patrimoine riche et varié selon les régions. Nos produits sont authentiques et 100 % Tunisiens. Nos produits sont à votre disposition pour vivre l’expérience tunisienne là ou que vous soyez. Restez tunisiens consommez Tunisia-Market.","Ibrahim Chouikh, Abdelfattah Lahbib, Abdelhamid Guinoubi, Ahmed Ettoumi, Laila Balti",contact@tunisia-market.com
Revampr,Business Software and services,2022,06/2022,https://revampr.com/,Revampr est une start-up spécialisée dans les solutions basées sur l'Intelligence Artificielle pour la transcription des documents.,"Firas Ben Abid, Marwen Sallem, Adnen Saadaoui, Adnen Somai",contact@revampr.com
Les Ateliers de Yallaa,Ad Tech and Creative Tech,2021,11/2021,http://www.yallaa.tn,Une plateforme de mise en relation entre des professionnels des métiers d'arts et des personnes souhaitant bénéficier de leur savoir-faire à travers des ateliers de formation,Rania WERDA,n.a.
Deliv's ,FoodTech & New Food,2021,10/2021,https://delivs.tn/,"Deliv's est une plateforme de livraison de repas, à travers notre site web ou une application mobile",Sinda Bououn,n.a.
Foodealz,Commerce and shopping,2019,01/2020,http://www.foodealz.com,Foodealz est une application mobile proposant des coupons journaliers de courte durée à proximité des utilisateurs spécialisée dans le secteur de la restauration et de la grande distribution alimentaire avec pour mission de remédier au gaspillage alimentaire et renforcer le pouvoir d’achat tunisien.,"Rim Elfahem, Iskander ELameri",n.a.
smic,HealthTech,2021,04/2022,www.smic-world.com,Une plateforme technologique innovante complète de soin respiratoire intensif destiné aux pays à revenu faible et intermédiaire.,"Seifallah Ben Ismail, Riadh Ben Salem, Salim Benaoun",n.a.
REC-INov,Business Software and services,2021,03/2021,https://rec-inov.com/,REC-INOV est une plateforme de recrutement avec la certification des compétences des profils et matching avec les offres d'emploi à travers un entretien avec Visio sur la plateforme et signature éléctronique.,"Hanene Moalla, Jamila Khlif, Wajdi Moalla",n.a.
Shwoppy,Commerce and shopping,2014,01/2022,http://www.shwoppy.com,"Shwoppy est une plateforme qui, à travers ses solutions technologiques et logistiques, prend en charge la totalité des opérations nécessaires qui permettront à ses clients de vendre facilement et sans effort leurs biens d'occasion quelque soit leurs types (vêtements, objets du quotidien, mobilier, etc …). ​","Ikram Aloui, Karim Aloui, Yussr Chaouach",n.a.
QUERMES,Advanced Manufacturing & Robotics,2020,03/2020,http://www.quermes.net,"QUERMES développe des solutions IOT supervisées par un Manufacturing Execution System qui permet aux entreprises manufacturières la maîtrise de la consommation, la qualité, la productivité et la traçabilité procurant une visibilité sur les opérations en temps réel aux industriels.","Karim Sellami, Faiz Baccour",n.a.
Pure Beauty Labs,HealthTech,2020,11/2021,http://www.purebeauty.tn/,Pure Beauty Labs est un Laboratoire cosmétique spécialisé dans les produits naturel de soin de la peau et des cheveux (Hair Care & Skin Care).,Yassine Zrelli,n.a.
Gloristory,Ad Tech and Creative Tech,2022,04/2023,,,"Héla Majdoub, Afef Majdoub",n.a.
Dentic,HealthTech,2020,10/2020,http://dentic.tn,Dentic est une plateforme de mise en relation des dentistes tunisiens et étrangers avec des prothésistes tunisiens.,Hakim Yahyaoui,n.a.
Dracoss,Environment,2021,01/2022,http://dracoss.tn/,Dracoss propose une solution de recyclage de l'eau usée à l'adresse des restaurants.,"Amen Allah Souli, Amal Bououd",n.a.
TELA,Consumer products and services,2021,02/2022,https://tela.tn,TELA est une plateforme qui facilite la recherche et le choix des prestataires de service et artisans professionnels.,Chaima Chaouachi,n.a.
